"sitename","lat","long","siteid","datasetid","age","depth","Salix","Populus","Picea"
"Xindi Lake",67.110754,-152.492202,10102,15189,2124,16,0.0187353629976581,0.00256410256410256,0.205128205128205
"Xindi Lake",67.110754,-152.492202,10102,15189,2876,20,0.019680196801968,0.0106524633821571,0.241011984021305
"Xindi Lake",67.110754,-152.492202,10102,15189,3586,24,0.0168067226890756,0,0.220543806646526
"Xindi Lake",67.110754,-152.492202,10102,15189,4461,28,0.0127551020408163,0.00824175824175824,0.167582417582418
"Xindi Lake",67.110754,-152.492202,10102,15189,5072,32,0.00704225352112676,0,0.16243654822335
"Xindi Lake",67.110754,-152.492202,10102,15189,5341,36,0.0152905198776758,0,0.139837398373984
"Xindi Lake",67.110754,-152.492202,10102,15189,5525,40,0.00950570342205323,0.00407331975560081,0.105906313645621
"Xindi Lake",67.110754,-152.492202,10102,15189,5700,42.5,0.0153964588144727,0.00160642570281124,0.0409638554216867
"Xindi Lake",67.110754,-152.492202,10102,15189,5841,44.5,0.0071301247771836,0.00770712909441233,0.0500963391136801
"Xindi Lake",67.110754,-152.492202,10102,15189,6080,46.5,0.00441826215022091,0.00309119010819165,0.0401854714064915
"Xindi Lake",67.110754,-152.492202,10102,15189,6283,48,0.0252100840336134,0,0.0480549199084668
"Xindi Lake",67.110754,-152.492202,10102,15189,6619,50.5,0.013355592654424,0.0125673249551167,0.0215439856373429
"Xindi Lake",67.110754,-152.492202,10102,15189,6894,52.5,0.0206378986866792,0.00440528634361233,0.0748898678414097
"Xindi Lake",67.110754,-152.492202,10102,15189,7166,54.5,0.0465549348230912,0.00210084033613445,0.0840336134453781
"Xindi Lake",67.110754,-152.492202,10102,15189,7404,56.5,0.0146198830409357,0.0132450331125828,0.132450331125828
"Xindi Lake",67.110754,-152.492202,10102,15189,7629,58.5,0.104265402843602,0.0865724381625442,0.00530035335689046
"Xindi Lake",67.110754,-152.492202,10102,15189,7850,60.5,0.0902527075812274,0.0961145194274029,0.00204498977505112
"Xindi Lake",67.110754,-152.492202,10102,15189,8072,62.5,0.118320610687023,0.139959432048682,0
"Xindi Lake",67.110754,-152.492202,10102,15189,8297,64.5,0.101485148514851,0.152406417112299,0
"Xindi Lake",67.110754,-152.492202,10102,15189,8522,66.5,0.119140625,0.0967032967032967,0
"Xindi Lake",67.110754,-152.492202,10102,15189,8751,68.5,0.0923566878980892,0.215277777777778,0
"Xindi Lake",67.110754,-152.492202,10102,15189,8979,70.5,0.141065830721003,0.198606271777003,0
"Xindi Lake",67.110754,-152.492202,10102,15189,9210,72.5,0.0971867007672634,0.166163141993958,0
"Xindi Lake",67.110754,-152.492202,10102,15189,9442,74.5,0.0762195121951219,0.10472972972973,0
"Xindi Lake",67.110754,-152.492202,10102,15189,9676,76.5,0.098159509202454,0.13745704467354,0
"Xindi Lake",67.110754,-152.492202,10102,15189,10150,80.5,0.0785907859078591,0.140350877192982,0
"Xindi Lake",67.110754,-152.492202,10102,15189,10380,82.5,0.119186046511628,0.111111111111111,0
"Xindi Lake",67.110754,-152.492202,10102,15189,10609,84.5,0.152,0.0385852090032154,0
"Xindi Lake",67.110754,-152.492202,10102,15189,10741,86.5,0.206388206388206,0.0479452054794521,0
"Xindi Lake",67.110754,-152.492202,10102,15189,10766,87,0.164733178654292,0.023972602739726,0
"Xindi Lake",67.110754,-152.492202,10102,15189,10840,88.5,0.226890756302521,0,0
"Xindi Lake",67.110754,-152.492202,10102,15189,10887,89.5,0.180451127819549,0.0135135135135135,0
"Xindi Lake",67.110754,-152.492202,10102,15189,10928,90.5,0.244252873563218,0,0
"Xindi Lake",67.110754,-152.492202,10102,15189,10963,91.5,0.161835748792271,0.00363636363636364,0
"Xindi Lake",67.110754,-152.492202,10102,15189,10998,92.5,0.0524781341107872,0,0
"Xindi Lake",67.110754,-152.492202,10102,15189,11032,93.5,0.0759878419452888,0.00396825396825397,0
"Xindi Lake",67.110754,-152.492202,10102,15189,11067,94.5,0.0504731861198738,0.00380228136882129,0
"Xindi Lake",67.110754,-152.492202,10102,15189,11136,96.5,0.0589970501474926,0,0
"Xindi Lake",67.110754,-152.492202,10102,15189,11203,98.5,0.109756097560976,0,0
"Xindi Lake",67.110754,-152.492202,10102,15189,11270,100.5,0.0526315789473684,0,0
"Xindi Lake",67.110754,-152.492202,10102,15189,11322,102,0.0726256983240224,0,0
"Xindi Lake",67.110754,-152.492202,10102,15189,11424,105,0.0922619047619048,0,0
"Xindi Lake",67.110754,-152.492202,10102,15189,11524,108,0.0755287009063444,0,0
"Xindi Lake",67.110754,-152.492202,10102,15189,11625,111,0.0612813370473538,0,0
"Xindi Lake",67.110754,-152.492202,10102,15189,11725,114,0.0384615384615385,0,0.0118343195266272
"Xindi Lake",67.110754,-152.492202,10102,15189,11829,117,0.0881542699724518,0,0
"Xindi Lake",67.110754,-152.492202,10102,15189,11916,119.5,0.0523255813953488,0,0
"Xindi Lake",67.110754,-152.492202,10102,15189,12197,127.5,0.0574162679425837,0,0
"Xindi Lake",67.110754,-152.492202,10102,15189,12502,135.5,0.046831955922865,0,0.00319488817891374
"Xindi Lake",67.110754,-152.492202,10102,15189,12662,139.5,0.0676470588235294,0,0
"Xindi Lake",67.110754,-152.492202,10102,15189,12820,143.5,0.0455927051671733,0,0
"Xindi Lake",67.110754,-152.492202,10102,15189,12976,147.5,0.0321637426900585,0,0
"Xindi Lake",67.110754,-152.492202,10102,15189,13293,155.5,0.0473372781065089,0,0
"Xindi Lake",67.110754,-152.492202,10102,15189,13611,163.5,0.0625,0,0
"Xindi Lake",67.110754,-152.492202,10102,15189,14428,187.5,0.0514469453376206,0.00452488687782805,0
"Xindi Lake",67.110754,-152.492202,10102,15189,14602,191.5,0.0288184438040346,0,0
"Xindi Lake",67.110754,-152.492202,10102,15189,15361,209.5,0.210862619808307,0,0.0277777777777778
"Xindi Lake",67.110754,-152.492202,10102,15189,16197,229.5,0.238853503184713,0,0.0128205128205128
"Xindi Lake",67.110754,-152.492202,10102,15189,17032,249.5,0.264984227129338,0,0.0555555555555556
"Xindi Lake",67.110754,-152.492202,10102,15189,17867,269.5,0.225806451612903,0,0.051948051948052
"Ranger Lake",67.14722,-153.65,1955,2025,0,0,0.0274390243902439,0,0.20979020979021
"Ranger Lake",67.14722,-153.65,1955,2025,303,10,0.0176056338028169,0.00865800865800866,0.186147186147186
"Ranger Lake",67.14722,-153.65,1955,2025,607,20,0.00625,0,0.227272727272727
"Ranger Lake",67.14722,-153.65,1955,2025,910,30,0.00338983050847458,0,0.205240174672489
"Ranger Lake",67.14722,-153.65,1955,2025,1214,40,0.00821917808219178,0,0.191637630662021
"Ranger Lake",67.14722,-153.65,1955,2025,1517,50,0.0033112582781457,0,0.176470588235294
"Ranger Lake",67.14722,-153.65,1955,2025,1972,65,0.00628930817610063,0,0.276119402985075
"Ranger Lake",67.14722,-153.65,1955,2025,2268,75,0.0151515151515152,0,0.183150183150183
"Ranger Lake",67.14722,-153.65,1955,2025,2404,80,0.00966183574879227,0.00284900284900285,0.205128205128205
"Ranger Lake",67.14722,-153.65,1955,2025,2540,85,0.0137362637362637,0,0.156666666666667
"Ranger Lake",67.14722,-153.65,1955,2025,2949,100,0.00302114803625378,0,0.2
"Ranger Lake",67.14722,-153.65,1955,2025,3221,110,0.0263157894736842,0,0.124528301886792
"Ranger Lake",67.14722,-153.65,1955,2025,3493,120,0.00323624595469256,0,0.26953125
"Ranger Lake",67.14722,-153.65,1955,2025,3766,130,0.0145348837209302,0.0105263157894737,0.196491228070175
"Ranger Lake",67.14722,-153.65,1955,2025,4267,150,0.00316455696202532,0,0.211538461538462
"Ranger Lake",67.14722,-153.65,1955,2025,4504,160,0.0106157112526539,0,0.164141414141414
"Ranger Lake",67.14722,-153.65,1955,2025,4741,170,0.012779552715655,0,0.125475285171103
"Ranger Lake",67.14722,-153.65,1955,2025,5216,190,0.0128205128205128,0,0.0871080139372822
"Ranger Lake",67.14722,-153.65,1955,2025,5453,200,0.00996677740863787,0,0.0909090909090909
"Ranger Lake",67.14722,-153.65,1955,2025,5690,210,0.00548446069469835,0,0.118143459915612
"Ranger Lake",67.14722,-153.65,1955,2025,5952,220,0.00641025641025641,0,0.034965034965035
"Ranger Lake",67.14722,-153.65,1955,2025,6213,230,0.00920245398773006,0,0.0392857142857143
"Ranger Lake",67.14722,-153.65,1955,2025,6475,240,0.00162337662337662,0,0.0616822429906542
"Ranger Lake",67.14722,-153.65,1955,2025,6737,250,0,0,0.0107142857142857
"Ranger Lake",67.14722,-153.65,1955,2025,6998,260,0.0254777070063694,0,0.0434782608695652
"Ranger Lake",67.14722,-153.65,1955,2025,7260,270,0.0214067278287462,0.00434782608695652,0.0391304347826087
"Ranger Lake",67.14722,-153.65,1955,2025,7928,280,0.0215384615384615,0,0.037037037037037
"Ranger Lake",67.14722,-153.65,1955,2025,8596,290,0.0229508196721311,0.00383141762452107,0.0191570881226054
"Ranger Lake",67.14722,-153.65,1955,2025,9264,300,0.067741935483871,0.037037037037037,0
"Ranger Lake",67.14722,-153.65,1955,2025,9932,310,0.0993788819875776,0.0122950819672131,0
"Ranger Lake",67.14722,-153.65,1955,2025,10600,320,0.0380952380952381,0,0
"Ranger Lake",67.14722,-153.65,1955,2025,11273,330,0.0620915032679739,0.00436681222707424,0
"Ranger Lake",67.14722,-153.65,1955,2025,11947,340,0.0736040609137056,0,0.00416666666666667
"Ranger Lake",67.14722,-153.65,1955,2025,12620,350,0.0691823899371069,0.0188679245283019,0
"Ranger Lake",67.14722,-153.65,1955,2025,13293,360,0.151219512195122,0,0.0303030303030303
"Ranger Lake",67.14722,-153.65,1955,2025,13967,370,0.183168316831683,0.0238095238095238,0
"Ranger Lake",67.14722,-153.65,1955,2025,14640,380,0.207070707070707,0,0
"Ranger Lake",67.14722,-153.65,1955,2025,15313,390,0.0985221674876847,0,0.0357142857142857
"Ranger Lake",67.14722,-153.65,1955,2025,15987,400,0.177664974619289,0,0
"Ranger Lake",67.14722,-153.65,1955,2025,16660,410,0.140096618357488,0,0
"Ranger Lake",67.14722,-153.65,1955,2025,17333,420,0.166666666666667,0.075,0
"Ranger Lake",67.14722,-153.65,1955,2025,18007,430,0.204878048780488,0.1,0
"Ranger Lake",67.14722,-153.65,1955,2025,18680,440,0.0703517587939698,0,0.04
"Ranger Lake",67.14722,-153.65,1955,2025,19353,450,0.173076923076923,0,0.0263157894736842
"Ranger Lake",67.14722,-153.65,1955,2025,20027,460,0.173267326732673,0,0
"Ranger Lake",67.14722,-153.65,1955,2025,20700,470,0.128888888888889,0,0.0444444444444444
"Ranger Lake",67.14722,-153.65,1955,2025,22047,490,0.112244897959184,0.148148148148148,0
"Ranger Lake",67.14722,-153.65,1955,2025,22720,500,0.0927835051546392,0.0740740740740741,0.037037037037037
"Ranger Lake",67.14722,-153.65,1955,2025,23393,510,0.0882352941176471,0,0.148148148148148
"Ranger Lake",67.14722,-153.65,1955,2025,24403,525,0.108695652173913,0,0.0444444444444444
"Ranger Lake",67.14722,-153.65,1955,2025,25077,535,0.112820512820513,0,0.0769230769230769
"Ranger Lake",67.14722,-153.65,1955,2025,25750,545,0.108910891089109,0.0344827586206897,0.0344827586206897
"Ranger Lake",67.14722,-153.65,1955,2025,26423,555,0.0341463414634146,0,0.125
"Ranger Lake",67.14722,-153.65,1955,2025,27770,575,0.0900900900900901,0.0540540540540541,0.027027027027027
"Ranger Lake",67.14722,-153.65,1955,2025,28443,585,0.0714285714285714,0.0267857142857143,0
"Ranger Lake",67.14722,-153.65,1955,2025,28780,590,0.00946372239747634,0.00819672131147541,0.0286885245901639
"Ranger Lake",67.14722,-153.65,1955,2025,29117,595,0.00550964187327824,0,0.0638977635782748
"Ranger Lake",67.14722,-153.65,1955,2025,29453,600,0.00617283950617284,0,0.0482758620689655
"Ranger Lake",67.14722,-153.65,1955,2025,29790,605,0.00244498777506112,0.00290697674418605,0.061046511627907
"Ranger Lake",67.14722,-153.65,1955,2025,30127,610,0.00307692307692308,0,0.0394265232974911
"Angal Lake",67.13333,-153.9,207,208,0,0,0.013745704467354,0.00408163265306122,0.183673469387755
"Angal Lake",67.13333,-153.9,207,208,333,6,0,0,0.155102040816327
"Angal Lake",67.13333,-153.9,207,208,672,12,0.0155763239875389,0,0.135531135531136
"Angal Lake",67.13333,-153.9,207,208,1017,18,0.00327868852459016,0,0.0991735537190083
"Angal Lake",67.13333,-153.9,207,208,1546,27,0.0154798761609907,0,0.2
"Angal Lake",67.13333,-153.9,207,208,1905,33,0.0154320987654321,0,0.14336917562724
"Angal Lake",67.13333,-153.9,207,208,2271,39,0.00917431192660551,0,0.0925266903914591
"Angal Lake",67.13333,-153.9,207,208,2643,45,0.0194174757281553,0,0.14453125
"Angal Lake",67.13333,-153.9,207,208,3020,51,0.00613496932515337,0.00336700336700337,0.144781144781145
"Angal Lake",67.13333,-153.9,207,208,3404,57,0.0122324159021407,0,0.145907473309609
"Angal Lake",67.13333,-153.9,207,208,3793,63,0.0105540897097625,0,0.170658682634731
"Angal Lake",67.13333,-153.9,207,208,4189,69,0.00943396226415094,0.00364963503649635,0.127737226277372
"Angal Lake",67.13333,-153.9,207,208,4590,75,0.00983606557377049,0.003690036900369,0.173431734317343
"Angal Lake",67.13333,-153.9,207,208,4997,81,0.018018018018018,0,0.140350877192982
"Angal Lake",67.13333,-153.9,207,208,5411,87,0.00306748466257669,0.00353356890459364,0.148409893992933
"Angal Lake",67.13333,-153.9,207,208,5830,93,0.00651465798045603,0.00738007380073801,0.118081180811808
"Angal Lake",67.13333,-153.9,207,208,6470,102,0.00928792569659443,0.00340136054421769,0.0918367346938775
"Angal Lake",67.13333,-153.9,207,208,6686,105,0.00164473684210526,0,0.0653357531760436
"Angal Lake",67.13333,-153.9,207,208,6904,108,0.00323624595469256,0,0.0596491228070175
"Angal Lake",67.13333,-153.9,207,208,7344,114,0.00630914826498423,0,0.0374149659863946
"Angal Lake",67.13333,-153.9,207,208,7566,117,0.00210526315789474,0,0.0301624129930394
"Angal Lake",67.13333,-153.9,207,208,7789,120,0.0196078431372549,0,0.014336917562724
"Angal Lake",67.13333,-153.9,207,208,8241,126,0.0232558139534884,0,0.0230769230769231
"Angal Lake",67.13333,-153.9,207,208,8469,129,0.00248756218905473,0,0.0689655172413793
"Angal Lake",67.13333,-153.9,207,208,8699,132,0.020066889632107,0,0.0987124463519313
"Angal Lake",67.13333,-153.9,207,208,9163,138,0.0344827586206897,0,0.0956521739130435
"Angal Lake",67.13333,-153.9,207,208,9397,141,0.016025641025641,0,0.0844444444444445
"Angal Lake",67.13333,-153.9,207,208,9869,147,0.0440251572327044,0.0193798449612403,0.00775193798449612
"Angal Lake",67.13333,-153.9,207,208,10348,153,0.0811688311688312,0.0476190476190476,0
"Angal Lake",67.13333,-153.9,207,208,10832,159,0.1,0.0514018691588785,0
"Angal Lake",67.13333,-153.9,207,208,11323,165,0.113207547169811,0.08,0
"Angal Lake",67.13333,-153.9,207,208,11819,171,0.0491803278688525,0.00490196078431373,0
"Angal Lake",67.13333,-153.9,207,208,12321,177,0.0493421052631579,0,0
"Angal Lake",67.13333,-153.9,207,208,12830,183,0.0353697749196141,0.00858369098712446,0
"Angal Lake",67.13333,-153.9,207,208,13344,189,0.158415841584158,0.027027027027027,0
"Angal Lake",67.13333,-153.9,207,208,13864,195,0.138755980861244,0.0571428571428571,0.0285714285714286
"Angal Lake",67.13333,-153.9,207,208,14126,198,0.118811881188119,0.0303030303030303,0.0303030303030303
"Ruppert Lake",67.06667,-154.23333,2232,2311,657,10,0.0128617363344051,0,0.305555555555556
"Ruppert Lake",67.06667,-154.23333,2232,2311,986,15,0.0267558528428094,0.0142348754448399,0.234875444839858
"Ruppert Lake",67.06667,-154.23333,2232,2311,1314,20,0.0127388535031847,0.003584229390681,0.225806451612903
"Ruppert Lake",67.06667,-154.23333,2232,2311,1643,25,0.0206489675516224,0,0.371621621621622
"Ruppert Lake",67.06667,-154.23333,2232,2311,1908,30,0.0107238605898123,0,0.302670623145401
"Ruppert Lake",67.06667,-154.23333,2232,2311,2078,35,0.0134228187919463,0,0.239583333333333
"Ruppert Lake",67.06667,-154.23333,2232,2311,2248,40,0.00643086816720257,0.00342465753424658,0.291095890410959
"Ruppert Lake",67.06667,-154.23333,2232,2311,2418,45,0.00550964187327824,0,0.298136645962733
"Ruppert Lake",67.06667,-154.23333,2232,2311,3472,76,0.00906344410876133,0,0.336633663366337
"Ruppert Lake",67.06667,-154.23333,2232,2311,3608,80,0.00261780104712042,0,0.185185185185185
"Ruppert Lake",67.06667,-154.23333,2232,2311,3854,85,0,0,0.224025974025974
"Ruppert Lake",67.06667,-154.23333,2232,2311,4213,90,0.00307692307692308,0.00324675324675325,0.256493506493506
"Ruppert Lake",67.06667,-154.23333,2232,2311,4572,95,0.012779552715655,0,0.200692041522491
"Ruppert Lake",67.06667,-154.23333,2232,2311,4931,100,0.00307692307692308,0,0.228956228956229
"Ruppert Lake",67.06667,-154.23333,2232,2311,5197,105,0.0133779264214047,0.00694444444444444,0.100694444444444
"Ruppert Lake",67.06667,-154.23333,2232,2311,5370,110,0,0,0.0675675675675676
"Ruppert Lake",67.06667,-154.23333,2232,2311,5544,115,0.00983606557377049,0.00359712230215827,0.0323741007194245
"Ruppert Lake",67.06667,-154.23333,2232,2311,5891,125,0.00595238095238095,0,0.0248447204968944
"Ruppert Lake",67.06667,-154.23333,2232,2311,6238,135,0.00649350649350649,0,0.0172413793103448
"Ruppert Lake",67.06667,-154.23333,2232,2311,6412,140,0.00625,0,0.0102040816326531
"Ruppert Lake",67.06667,-154.23333,2232,2311,6586,145,0.00952380952380952,0.00350877192982456,0.00701754385964912
"Ruppert Lake",67.06667,-154.23333,2232,2311,6759,150,0.0412698412698413,0.023121387283237,0.109826589595376
"Ruppert Lake",67.06667,-154.23333,2232,2311,6933,155,0.0174825174825175,0.0113207547169811,0.0264150943396226
"Ruppert Lake",67.06667,-154.23333,2232,2311,7106,160,0.0194174757281553,0.00374531835205993,0.052434456928839
"Ruppert Lake",67.06667,-154.23333,2232,2311,7280,165,0.0498338870431894,0.0161943319838057,0.0850202429149798
"Ruppert Lake",67.06667,-154.23333,2232,2311,7380,168,0.027355623100304,0.00389105058365759,0.0505836575875486
"Ruppert Lake",67.06667,-154.23333,2232,2311,7448,170,0.04,0,0.0149253731343284
"Ruppert Lake",67.06667,-154.23333,2232,2311,7716,178,0.00626959247648903,0.0114942528735632,0.0459770114942529
"Ruppert Lake",67.06667,-154.23333,2232,2311,7782,180,0.0255591054313099,0.00357142857142857,0.0107142857142857
"Ruppert Lake",67.06667,-154.23333,2232,2311,7816,181,0.00515463917525773,0.0157232704402516,0.0817610062893082
"Ruppert Lake",67.06667,-154.23333,2232,2311,7850,182,0.0195121951219512,0,0.175141242937853
"Ruppert Lake",67.06667,-154.23333,2232,2311,7950,185,0.043731778425656,0,0.126760563380282
"Ruppert Lake",67.06667,-154.23333,2232,2311,8001,187,0.0228758169934641,0,0.125490196078431
"Ruppert Lake",67.06667,-154.23333,2232,2311,8079,190,0.032258064516129,0.00732600732600733,0.0183150183150183
"Ruppert Lake",67.06667,-154.23333,2232,2311,8207,195,0.0806451612903226,0,0.00763358778625954
"Ruppert Lake",67.06667,-154.23333,2232,2311,8465,205,0.0473186119873817,0.0176056338028169,0.0176056338028169
"Ruppert Lake",67.06667,-154.23333,2232,2311,8722,215,0.067741935483871,0.0622837370242215,0.0103806228373702
"Ruppert Lake",67.06667,-154.23333,2232,2311,9237,235,0.0699588477366255,0.0394088669950739,0.00985221674876847
"Ruppert Lake",67.06667,-154.23333,2232,2311,9366,240,0,0.169675090252708,0.0036101083032491
"Ruppert Lake",67.06667,-154.23333,2232,2311,9495,245,0.073482428115016,0.135416666666667,0
"Ruppert Lake",67.06667,-154.23333,2232,2311,9752,255,0.132013201320132,0.270175438596491,0
"Ruppert Lake",67.06667,-154.23333,2232,2311,10010,265,0.0909090909090909,0.394557823129252,0
"Ruppert Lake",67.06667,-154.23333,2232,2311,10293,276,0.161184210526316,0.339222614840989,0
"Ruppert Lake",67.06667,-154.23333,2232,2311,10514,285,0.0836120401337793,0.254032258064516,0
"Ruppert Lake",67.06667,-154.23333,2232,2311,10755,295,0.227722772277228,0.0277777777777778,0
"Ruppert Lake",67.06667,-154.23333,2232,2311,11236,315,0.0960264900662252,0,0
"Ruppert Lake",67.06667,-154.23333,2232,2311,11477,325,0.04375,0,0
"Ruppert Lake",67.06667,-154.23333,2232,2311,11958,345,0.142857142857143,0,0.00854700854700855
"Ruppert Lake",67.06667,-154.23333,2232,2311,12320,360,0.112211221122112,0,0
"Ruppert Lake",67.06667,-154.23333,2232,2311,12607,380,0.0477707006369427,0,0
"Ruppert Lake",67.06667,-154.23333,2232,2311,12650,385,0.0803858520900322,0,0
"Ruppert Lake",67.06667,-154.23333,2232,2311,12693,390,0.179401993355482,0,0
"Ruppert Lake",67.06667,-154.23333,2232,2311,12736,395,0.20873786407767,0,0.0208333333333333
"Ruppert Lake",67.06667,-154.23333,2232,2311,12779,400,0.233009708737864,0,0.02
"Ruppert Lake",67.06667,-154.23333,2232,2311,12994,425,0.145,0,0.0588235294117647
"Minakokosa Lake",66.91667,-155.03333,1699,1755,476,10,0.0119402985074627,0,0.387205387205387
"Minakokosa Lake",66.91667,-155.03333,1699,1755,952,20,0.002710027100271,0.00302114803625378,0.314199395770393
"Minakokosa Lake",66.91667,-155.03333,1699,1755,1427,30,0.0100671140939597,0.00735294117647059,0.330882352941176
"Minakokosa Lake",66.91667,-155.03333,1699,1755,1903,40,0.00943396226415094,0,0.280519480519481
"Minakokosa Lake",66.91667,-155.03333,1699,1755,2379,50,0.0106100795755968,0,0.284883720930233
"Minakokosa Lake",66.91667,-155.03333,1699,1755,2855,60,0.0125786163522013,0,0.299295774647887
"Minakokosa Lake",66.91667,-155.03333,1699,1755,3331,70,0.0229885057471264,0,0.296529968454259
"Minakokosa Lake",66.91667,-155.03333,1699,1755,3806,80,0.0132978723404255,0.00574712643678161,0.359195402298851
"Minakokosa Lake",66.91667,-155.03333,1699,1755,4282,90,0.0304878048780488,0.00964630225080386,0.244372990353698
"Minakokosa Lake",66.91667,-155.03333,1699,1755,4612,100,0.0238095238095238,0.0115942028985507,0.327536231884058
"Minakokosa Lake",66.91667,-155.03333,1699,1755,4797,110,0.00611620795107034,0,0.162068965517241
"Minakokosa Lake",66.91667,-155.03333,1699,1755,4981,120,0.0152905198776758,0,0.0567375886524823
"Minakokosa Lake",66.91667,-155.03333,1699,1755,5166,130,0.0114942528735632,0,0.301204819277108
"Minakokosa Lake",66.91667,-155.03333,1699,1755,5350,140,0.0276073619631902,0.00350877192982456,0.140350877192982
"Minakokosa Lake",66.91667,-155.03333,1699,1755,5535,150,0.0174418604651163,0.00625,0.25
"Minakokosa Lake",66.91667,-155.03333,1699,1755,5720,160,0.00738916256157635,0.010840108401084,0.24390243902439
"Minakokosa Lake",66.91667,-155.03333,1699,1755,5904,170,0.00775193798449612,0,0.133704735376045
"Minakokosa Lake",66.91667,-155.03333,1699,1755,6089,180,0.00797872340425532,0.00286532951289398,0.180515759312321
"Minakokosa Lake",66.91667,-155.03333,1699,1755,6273,190,0.0124610591900312,0,0.0750853242320819
"Minakokosa Lake",66.91667,-155.03333,1699,1755,6458,200,0.00898203592814371,0,0.0280373831775701
"Minakokosa Lake",66.91667,-155.03333,1699,1755,6642,210,0.0190023752969121,0,0.0706521739130435
"Minakokosa Lake",66.91667,-155.03333,1699,1755,7011,230,0.0174563591022444,0.00589970501474926,0.135693215339233
"Minakokosa Lake",66.91667,-155.03333,1699,1755,7196,240,0.0156739811912226,0.00735294117647059,0.0588235294117647
"Minakokosa Lake",66.91667,-155.03333,1699,1755,7380,250,0.0141242937853107,0,0.158730158730159
"Minakokosa Lake",66.91667,-155.03333,1699,1755,7565,260,0.0392156862745098,0.029535864978903,0.0675105485232067
"Minakokosa Lake",66.91667,-155.03333,1699,1755,7750,270,0,0.00316455696202532,0.0316455696202532
"Minakokosa Lake",66.91667,-155.03333,1699,1755,7934,280,0.0246153846153846,0.0176678445229682,0.0918727915194346
"Minakokosa Lake",66.91667,-155.03333,1699,1755,8119,290,0.0132275132275132,0,0.130434782608696
"Minakokosa Lake",66.91667,-155.03333,1699,1755,8303,300,0.048048048048048,0.0305343511450382,0.049618320610687
"Minakokosa Lake",66.91667,-155.03333,1699,1755,8488,310,0.0414012738853503,0.0197628458498024,0.0592885375494071
"Minakokosa Lake",66.91667,-155.03333,1699,1755,8729,320,0.0376175548589342,0.0117647058823529,0.176470588235294
"Minakokosa Lake",66.91667,-155.03333,1699,1755,9324,340,0.0743034055727554,0.0264150943396226,0.237735849056604
"Minakokosa Lake",66.91667,-155.03333,1699,1755,9621,350,0.0588235294117647,0.0733590733590734,0.0501930501930502
"Minakokosa Lake",66.91667,-155.03333,1699,1755,9951,360,0.131964809384164,0.0501930501930502,0.0115830115830116
"Minakokosa Lake",66.91667,-155.03333,1699,1755,10312,370,0.128279883381924,0.124,0.02
"Minakokosa Lake",66.91667,-155.03333,1699,1755,10673,380,0.148264984227129,0.16875,0
"Minakokosa Lake",66.91667,-155.03333,1699,1755,11396,400,0.190615835777126,0.206572769953052,0
"Minakokosa Lake",66.91667,-155.03333,1699,1755,11757,410,0.166666666666667,0.0882352941176471,0.00735294117647059
"Minakokosa Lake",66.91667,-155.03333,1699,1755,12119,420,0.219584569732938,0.0197368421052632,0
"Minakokosa Lake",66.91667,-155.03333,1699,1755,12480,430,0.0557103064066852,0.0747126436781609,0
"Minakokosa Lake",66.91667,-155.03333,1699,1755,12841,440,0.16,0.0427807486631016,0
"Minakokosa Lake",66.91667,-155.03333,1699,1755,13203,450,0.0900621118012422,0.0393258426966292,0.0168539325842697
"Minakokosa Lake",66.91667,-155.03333,1699,1755,13564,460,0.1125,0.00561797752808989,0
"Minakokosa Lake",66.91667,-155.03333,1699,1755,13925,470,0.143283582089552,0,0.00641025641025641
"Minakokosa Lake",66.91667,-155.03333,1699,1755,14287,480,0.135313531353135,0.0466666666666667,0.00666666666666667
"Minakokosa Lake",66.91667,-155.03333,1699,1755,14648,490,0.088135593220339,0.137254901960784,0.0196078431372549
"Minakokosa Lake",66.91667,-155.03333,1699,1755,15009,500,0.082018927444795,0.0441176470588235,0.0294117647058824
"Minakokosa Lake",66.91667,-155.03333,1699,1755,15211,510,0.133720930232558,0.232323232323232,0.0202020202020202
"Minakokosa Lake",66.91667,-155.03333,1699,1755,15335,540,0.136075949367089,0.0476190476190476,0.0952380952380952
"Minakokosa Lake",66.91667,-155.03333,1699,1755,15418,560,0.157738095238095,0,0.0317460317460317
"Minakokosa Lake",66.91667,-155.03333,1699,1755,15585,600,0.119402985074627,0,0.0645161290322581
"Minakokosa Lake",66.91667,-155.03333,1699,1755,15668,620,0.111428571428571,0,0.0588235294117647
"Minakokosa Lake",66.91667,-155.03333,1699,1755,15751,640,0.0771704180064309,0,0.108108108108108
"Minakokosa Lake",66.91667,-155.03333,1699,1755,15855,665,0.0810810810810811,0,0.113636363636364
"Minakokosa Lake",66.91667,-155.03333,1699,1755,16000,700,0.118226600985222,0,0.0789473684210526
"Kollioksak Lake",66.96667,-156.45,1503,1541,1693,20,0.019774011299435,0,0.0721003134796238
"Kollioksak Lake",66.96667,-156.45,1503,1541,2540,30,0.024,0,0.0855457227138643
"Kollioksak Lake",66.96667,-156.45,1503,1541,2703,40,0.0124740124740125,0,0.0318181818181818
"Kollioksak Lake",66.96667,-156.45,1503,1541,2866,50,0.0198019801980198,0.00269541778975741,0.113207547169811
"Kollioksak Lake",66.96667,-156.45,1503,1541,3030,60,0.00255754475703325,0,0.100529100529101
"Kollioksak Lake",66.96667,-156.45,1503,1541,3193,70,0.0136986301369863,0,0.164670658682635
