"sitename","lat","long","siteid","datasetid","age","depth","Salix","Populus","Picea"
"Kaiyak Lake",68.15,-161.41667,1396,1432,6821,57,0.018058690744921,0.0113960113960114,0.00854700854700855
"Kaiyak Lake",68.15,-161.41667,1396,1432,7785,68,0.0197530864197531,0,0.018348623853211
"Kaiyak Lake",68.15,-161.41667,1396,1432,8198,78,0.036231884057971,0.00303951367781155,0.0060790273556231
"Kaiyak Lake",68.15,-161.41667,1396,1432,8495,88,0.0258215962441315,0.0130293159609121,0.00325732899022801
"Kaiyak Lake",68.15,-161.41667,1396,1432,8792,98,0.0284237726098191,0,0.00348432055749129
"Kaiyak Lake",68.15,-161.41667,1396,1432,9664,108,0.0177215189873418,0.00666666666666667,0.00333333333333333
"Kaiyak Lake",68.15,-161.41667,1396,1432,11113,118,0.072992700729927,0,0
"Kaiyak Lake",68.15,-161.41667,1396,1432,12562,128,0.11138014527845,0,0
"Kaiyak Lake",68.15,-161.41667,1396,1432,14010,138,0.0421836228287841,0.0078125,0.00390625
"Kaiyak Lake",68.15,-161.41667,1396,1432,14582,148,0.153061224489796,0,0
"Kaiyak Lake",68.15,-161.41667,1396,1432,14969,159,0.0619469026548673,0,0
"Kaiyak Lake",68.15,-161.41667,1396,1432,15320,169,0.0906515580736544,0.0392156862745098,0.0196078431372549
"Kaiyak Lake",68.15,-161.41667,1396,1432,15672,179,0.0858585858585859,0.181818181818182,0
"Kaiyak Lake",68.15,-161.41667,1396,1432,16024,189,0.0950226244343891,0.125,0
"Kaiyak Lake",68.15,-161.41667,1396,1432,16411,200,0.0811594202898551,0.0606060606060606,0
"Kaiyak Lake",68.15,-161.41667,1396,1432,16728,209,0.0594059405940594,0,0
"Kaiyak Lake",68.15,-161.41667,1396,1432,17080,219,0.0562770562770563,0,0
"Kaiyak Lake",68.15,-161.41667,1396,1432,17467,230,0.0830670926517572,0,0
"Kaiyak Lake",68.15,-161.41667,1396,1432,17995,245,0.0562770562770563,0,0
"Kaiyak Lake",68.15,-161.41667,1396,1432,18347,255,0.0436507936507936,0,0
"Kaiyak Lake",68.15,-161.41667,1396,1432,18699,265,0.0579268292682927,0,0.08
"Kaiyak Lake",68.15,-161.41667,1396,1432,19051,275,0.0491071428571429,0,0.142857142857143
"Kaiyak Lake",68.15,-161.41667,1396,1432,19403,285,0.0722433460076046,0,0.0434782608695652
"Kaiyak Lake",68.15,-161.41667,1396,1432,19754,295,0.00925925925925926,0,0.2
"Kaiyak Lake",68.15,-161.41667,1396,1432,20106,305,0.0534979423868313,0,0.0625
"Kaiyak Lake",68.15,-161.41667,1396,1432,20458,315,0.0950819672131148,0,0
"Kaiyak Lake",68.15,-161.41667,1396,1432,20810,325,0.0687022900763359,0.107142857142857,0.107142857142857
"Kaiyak Lake",68.15,-161.41667,1396,1432,21338,340,0.04296875,0.0476190476190476,0.0476190476190476
"Kaiyak Lake",68.15,-161.41667,1396,1432,21690,350,0.0575916230366492,0,0.0192307692307692
"Kaiyak Lake",68.15,-161.41667,1396,1432,22647,360,0.0692307692307692,0.208333333333333,0
"Kaiyak Lake",68.15,-161.41667,1396,1432,23604,370,0.04,0,0
"Kaiyak Lake",68.15,-161.41667,1396,1432,24561,380,0.0804020100502513,0.0909090909090909,0
"Kaiyak Lake",68.15,-161.41667,1396,1432,25996,395,0.0288461538461538,0,0
"Kaiyak Lake",68.15,-161.41667,1396,1432,26953,405,0.0414012738853503,0.214285714285714,0
"Kaiyak Lake",68.15,-161.41667,1396,1432,27910,415,0.0454545454545455,0,0
"Kaiyak Lake",68.15,-161.41667,1396,1432,28867,425,0.0537190082644628,0,0
"Kaiyak Lake",68.15,-161.41667,1396,1432,29823,435,0.067741935483871,0.0540540540540541,0
"Kaiyak Lake",68.15,-161.41667,1396,1432,30780,445,0.0717488789237668,0,0
"Kaiyak Lake",68.15,-161.41667,1396,1432,31737,455,0.0759493670886076,0.0869565217391304,0
"Kaiyak Lake",68.15,-161.41667,1396,1432,32694,465,0.0942760942760943,0.0701754385964912,0
"Kaiyak Lake",68.15,-161.41667,1396,1432,34608,485,0.0446428571428571,0.0833333333333333,0
"Kaiyak Lake",68.15,-161.41667,1396,1432,35565,495,0.0700934579439252,0,0
"Kaiyak Lake",68.15,-161.41667,1396,1432,36522,505,0.0705521472392638,0,0.0344827586206897
"Kaiyak Lake",68.15,-161.41667,1396,1432,37478,515,0.0758293838862559,0,0
"Kaiyak Lake",68.15,-161.41667,1396,1432,38435,525,0.0625,0,0
"Kaiyak Lake",68.15,-161.41667,1396,1432,39392,535,0.0890804597701149,0,0
"Niliq Lake",67.86667,-160.43333,1748,1806,1176,7,0.0361111111111111,0,0.0601503759398496
"Niliq Lake",67.86667,-160.43333,1748,1806,1680,10,0.00544959128065395,0,0.0264026402640264
"Niliq Lake",67.86667,-160.43333,1748,1806,2794,20,0.0116959064327485,0,0.0290909090909091
"Niliq Lake",67.86667,-160.43333,1748,1806,3341,30,0.0140056022408964,0,0.0137931034482759
"Niliq Lake",67.86667,-160.43333,1748,1806,3888,40,0.0341614906832298,0,0.0249110320284698
"Niliq Lake",67.86667,-160.43333,1748,1806,4435,50,0.0263157894736842,0,0.0185185185185185
"Niliq Lake",67.86667,-160.43333,1748,1806,4982,60,0.0112866817155756,0,0.0161725067385445
"Niliq Lake",67.86667,-160.43333,1748,1806,5529,70,0.00643086816720257,0,0.0121457489878543
"Niliq Lake",67.86667,-160.43333,1748,1806,6076,80,0.00523560209424084,0,0.00289855072463768
"Niliq Lake",67.86667,-160.43333,1748,1806,6350,85,0,0,0.00252525252525253
"Niliq Lake",67.86667,-160.43333,1748,1806,6604,90,0.0180722891566265,0.00355871886120996,0
"Niliq Lake",67.86667,-160.43333,1748,1806,6858,95,0.0101010101010101,0,0.00302114803625378
"Niliq Lake",67.86667,-160.43333,1748,1806,7112,100,0.00553505535055351,0.00208333333333333,0.00208333333333333
"Niliq Lake",67.86667,-160.43333,1748,1806,7620,110,0.00581395348837209,0,0
"Niliq Lake",67.86667,-160.43333,1748,1806,8128,120,0.028328611898017,0,0.0037037037037037
"Niliq Lake",67.86667,-160.43333,1748,1806,8636,130,0.0186915887850467,0,0
"Niliq Lake",67.86667,-160.43333,1748,1806,8839,134,0.0182370820668693,0.0112994350282486,0
"Niliq Lake",67.86667,-160.43333,1748,1806,8980,140,0.0308988764044944,0.00540540540540541,0.0108108108108108
"Niliq Lake",67.86667,-160.43333,1748,1806,9161,150,0.0194174757281553,0,0
"Niliq Lake",67.86667,-160.43333,1748,1806,9342,160,0.021978021978022,0,0.0121951219512195
"Niliq Lake",67.86667,-160.43333,1748,1806,9523,170,0.0332409972299169,0.00980392156862745,0.00490196078431373
"Niliq Lake",67.86667,-160.43333,1748,1806,9704,180,0.0544412607449857,0,0.00956937799043062
"Niliq Lake",67.86667,-160.43333,1748,1806,9885,190,0.0498533724340176,0.0184331797235023,0
"Niliq Lake",67.86667,-160.43333,1748,1806,10066,200,0.0371428571428571,0.0133928571428571,0.00446428571428571
"Niliq Lake",67.86667,-160.43333,1748,1806,10247,210,0.0431034482758621,0.0265957446808511,0
"Niliq Lake",67.86667,-160.43333,1748,1806,10428,220,0.0625,0.00458715596330275,0
"Niliq Lake",67.86667,-160.43333,1748,1806,10609,230,0.0504451038575668,0.0375586854460094,0
"Niliq Lake",67.86667,-160.43333,1748,1806,10681,234,0.053475935828877,0.0829268292682927,0
"Niliq Lake",67.86667,-160.43333,1748,1806,10790,240,0.1,0.0796812749003984,0
"Niliq Lake",67.86667,-160.43333,1748,1806,10880,245,0.117117117117117,0.05,0.005
"Niliq Lake",67.86667,-160.43333,1748,1806,11050,250,0.0985074626865672,0.00917431192660551,0
"Niliq Lake",67.86667,-160.43333,1748,1806,11391,260,0.0497076023391813,0,0
"Niliq Lake",67.86667,-160.43333,1748,1806,11732,270,0.0601719197707736,0.00523560209424084,0
"Niliq Lake",67.86667,-160.43333,1748,1806,12073,280,0.0535714285714286,0,0
"Niliq Lake",67.86667,-160.43333,1748,1806,12414,290,0.0549132947976879,0,0
"Niliq Lake",67.86667,-160.43333,1748,1806,12755,300,0.0344827586206897,0,0
"Niliq Lake",67.86667,-160.43333,1748,1806,13096,310,0.106194690265487,0,0
"Niliq Lake",67.86667,-160.43333,1748,1806,13266,315,0.0262390670553936,0,0
"Niliq Lake",67.86667,-160.43333,1748,1806,13437,320,0.148541114058355,0,0
"Niliq Lake",67.86667,-160.43333,1748,1806,13607,325,0.0778894472361809,0.024390243902439,0.024390243902439
"Niliq Lake",67.86667,-160.43333,1748,1806,13778,330,0.0953757225433526,0,0.0285714285714286
"Niliq Lake",67.86667,-160.43333,1748,1806,14050,338,0.139364303178484,0,0.0158730158730159
"Etivlik Lake",68.13333,-156.03333,790,811,118,1,0.0227920227920228,0,0.0872727272727273
"Etivlik Lake",68.13333,-156.03333,790,811,591,5,0.00808625336927224,0,0.0952380952380952
"Etivlik Lake",68.13333,-156.03333,790,811,1183,10,0.0149253731343284,0,0.111888111888112
"Etivlik Lake",68.13333,-156.03333,790,811,2366,20,0.0202312138728324,0,0.0888888888888889
"Etivlik Lake",68.13333,-156.03333,790,811,3549,30,0.0112994350282486,0,0.0942028985507246
"Etivlik Lake",68.13333,-156.03333,790,811,4587,40,0.0158730158730159,0.00331125827814569,0.0827814569536424
"Etivlik Lake",68.13333,-156.03333,790,811,5480,50,0.00617283950617284,0.00359712230215827,0.0251798561151079
"Etivlik Lake",68.13333,-156.03333,790,811,6373,60,0.020997375328084,0,0.0157232704402516
"Etivlik Lake",68.13333,-156.03333,790,811,7267,70,0.00302114803625378,0,0.0141342756183746
"Etivlik Lake",68.13333,-156.03333,790,811,8160,80,0.0148809523809524,0.0120967741935484,0.0201612903225806
"Etivlik Lake",68.13333,-156.03333,790,811,8354,85,0.0134048257372654,0.00411522633744856,0.0740740740740741
"Etivlik Lake",68.13333,-156.03333,790,811,8548,90,0.0145985401459854,0.00643086816720257,0.045016077170418
"Etivlik Lake",68.13333,-156.03333,790,811,8742,95,0.0334645669291339,0.0108695652173913,0.0108695652173913
"Etivlik Lake",68.13333,-156.03333,790,811,8937,100,0.0524590163934426,0.0558139534883721,0.00465116279069767
"Etivlik Lake",68.13333,-156.03333,790,811,9325,110,0.0564971751412429,0,0
"Etivlik Lake",68.13333,-156.03333,790,811,9713,120,0.0457142857142857,0.0269058295964126,0
"Etivlik Lake",68.13333,-156.03333,790,811,10101,130,0.0919881305637982,0,0
"Etivlik Lake",68.13333,-156.03333,790,811,10490,140,0.0512820512820513,0,0
"Etivlik Lake",68.13333,-156.03333,790,811,10878,150,0.056379821958457,0,0
"Etivlik Lake",68.13333,-156.03333,790,811,12431,190,0.045016077170418,0,0
"Etivlik Lake",68.13333,-156.03333,790,811,12819,200,0.0440097799511002,0,0.00495049504950495
"Etivlik Lake",68.13333,-156.03333,790,811,13596,220,0.0647249190938511,0,0.00666666666666667
"Etivlik Lake",68.13333,-156.03333,790,811,13984,230,0.0648967551622419,0,0.0075187969924812
"Headwaters Lake",67.93333,-155.05,992,1024,0,0,0.0296052631578947,0,0.0821256038647343
"Headwaters Lake",67.93333,-155.05,992,1024,257,4,0.0482315112540193,0,0.0649350649350649
"Headwaters Lake",67.93333,-155.05,992,1024,745,12,0.0333333333333333,0,0.0769230769230769
"Headwaters Lake",67.93333,-155.05,992,1024,1199,20,0.0402684563758389,0,0.0720338983050847
"Headwaters Lake",67.93333,-155.05,992,1024,1923,34,0.0440677966101695,0,0.0611353711790393
"Headwaters Lake",67.93333,-155.05,992,1024,2479,46,0.0292207792207792,0,0.047008547008547
"Headwaters Lake",67.93333,-155.05,992,1024,2820,54,0.027027027027027,0,0.0546218487394958
"Headwaters Lake",67.93333,-155.05,992,1024,3296,66,0.0163934426229508,0,0.0509803921568627
"Headwaters Lake",67.93333,-155.05,992,1024,3593,74,0.0317460317460317,0,0.0541666666666667
"Headwaters Lake",67.93333,-155.05,992,1024,3875,82,0.0198675496688742,0,0.0781893004115226
"Headwaters Lake",67.93333,-155.05,992,1024,4279,94,0.0253164556962025,0,0.0518518518518519
"Headwaters Lake",67.93333,-155.05,992,1024,4538,102,0.0128205128205128,0,0.0116279069767442
"Headwaters Lake",67.93333,-155.05,992,1024,4792,110,0.0133779264214047,0,0.0436507936507937
"Headwaters Lake",67.93333,-155.05,992,1024,5043,118,0.0133333333333333,0,0.0277777777777778
"Headwaters Lake",67.93333,-155.05,992,1024,5420,130,0.0130718954248366,0,0.0502092050209205
"Headwaters Lake",67.93333,-155.05,992,1024,5806,142,0.0159235668789809,0,0.0220588235294118
"Headwaters Lake",67.93333,-155.05,992,1024,6071,150,0.0125,0,0.00359712230215827
"Headwaters Lake",67.93333,-155.05,992,1024,6489,162,0.00977198697068404,0,0.0247349823321555
"Headwaters Lake",67.93333,-155.05,992,1024,6784,170,0.0228758169934641,0,0.00409836065573771
"Headwaters Lake",67.93333,-155.05,992,1024,7257,182,0.0324675324675325,0,0.02
"Headwaters Lake",67.93333,-155.05,992,1024,7596,190,0.0304054054054054,0,0.00873362445414847
"Headwaters Lake",67.93333,-155.05,992,1024,7958,198,0.0466666666666667,0,0
"Headwaters Lake",67.93333,-155.05,992,1024,8345,206,0.0426229508196721,0.0155038759689922,0
"Headwaters Lake",67.93333,-155.05,992,1024,8976,218,0.0160771704180064,0,0
"Headwaters Lake",67.93333,-155.05,992,1024,9435,226,0.0462046204620462,0,0
"Headwaters Lake",67.93333,-155.05,992,1024,9928,234,0.0687285223367698,0,0
"Headwaters Lake",67.93333,-155.05,992,1024,10457,242,0.0730897009966777,0,0
"Headwaters Lake",67.93333,-155.05,992,1024,11024,250,0.0385852090032154,0,0
"Headwaters Lake",67.93333,-155.05,992,1024,11631,258,0.123333333333333,0,0
"Headwaters Lake",67.93333,-155.05,992,1024,11951,262,0.217687074829932,0.0357142857142857,0
"Redondo Lake",67.68333,-155.03333,1974,2047,2,0,0.0231788079470199,0,0.0706713780918728
"Redondo Lake",67.68333,-155.03333,1974,2047,165,3,0.0178571428571429,0,0.0298013245033113
"Redondo Lake",67.68333,-155.03333,1974,2047,328,6,0.0216049382716049,0,0.0574324324324324
"Redondo Lake",67.68333,-155.03333,1974,2047,500,9,0.0126984126984127,0,0.052434456928839
"Redondo Lake",67.68333,-155.03333,1974,2047,672,12,0.0219435736677116,0,0.0676691729323308
"Redondo Lake",67.68333,-155.03333,1974,2047,846,15,0.0126984126984127,0,0.108614232209738
"Redondo Lake",67.68333,-155.03333,1974,2047,1019,18,0.0208333333333333,0,0.0657894736842105
"Redondo Lake",67.68333,-155.03333,1974,2047,1190,21,0.0173160173160173,0,0.111627906976744
"Redondo Lake",67.68333,-155.03333,1974,2047,1359,24,0.0114613180515759,0,0.0729483282674772
"Redondo Lake",67.68333,-155.03333,1974,2047,1517,27,0.00974025974025974,0.00338983050847458,0.0203389830508475
"Redondo Lake",67.68333,-155.03333,1974,2047,1802,33,0.0192926045016077,0,0.0505415162454874
"Redondo Lake",67.68333,-155.03333,1974,2047,2083,39,0.00313479623824451,0,0.04
"Redondo Lake",67.68333,-155.03333,1974,2047,2511,48,0.0256410256410256,0,0.024390243902439
"Redondo Lake",67.68333,-155.03333,1974,2047,3082,60,0.00668896321070234,0,0
"Redondo Lake",67.68333,-155.03333,1974,2047,3365,66,0.0301003344481605,0.003584229390681,0.028673835125448
"Redondo Lake",67.68333,-155.03333,1974,2047,3636,72,0.00925925925925926,0,0.0551724137931034
"Redondo Lake",67.68333,-155.03333,1974,2047,4201,84,0.00952380952380952,0,0.0032258064516129
"Redondo Lake",67.68333,-155.03333,1974,2047,4529,96,0.00579710144927536,0,0.00892857142857143
"Redondo Lake",67.68333,-155.03333,1974,2047,4808,102,0.0184049079754601,0,0.0459016393442623
"Redondo Lake",67.68333,-155.03333,1974,2047,5086,108,0.00958466453674121,0,0.00324675324675325
"Redondo Lake",67.68333,-155.03333,1974,2047,5625,120,0.01875,0,0.0465116279069767
"Redondo Lake",67.68333,-155.03333,1974,2047,5894,126,0.00315457413249211,0,0.0169491525423729
"Redondo Lake",67.68333,-155.03333,1974,2047,6030,129,0.028125,0,0.0202702702702703
"Redondo Lake",67.68333,-155.03333,1974,2047,6163,132,0.0185758513931889,0,0.0160771704180064
"Redondo Lake",67.68333,-155.03333,1974,2047,6434,138,0.0313479623824451,0,0.00641025641025641
"Screaming Yellowlegs Pond",67.58333,-151.41667,2270,2351,530,0,0.0089086859688196,0,0.153266331658291
"Screaming Yellowlegs Pond",67.58333,-151.41667,2270,2351,987,7,0.0197693574958814,0.00189393939393939,0.15719696969697
"Screaming Yellowlegs Pond",67.58333,-151.41667,2270,2351,1795,19,0.0315581854043393,0.00229357798165138,0.197247706422018
"Screaming Yellowlegs Pond",67.58333,-151.41667,2270,2351,2375,28,0.0297297297297297,0.00593471810089021,0.148367952522255
"Screaming Yellowlegs Pond",67.58333,-151.41667,2270,2351,3100,38,0.0229445506692161,0,0.0995575221238938
"Screaming Yellowlegs Pond",67.58333,-151.41667,2270,2351,3827,48,0.00684931506849315,0.0018796992481203,0.184210526315789
"Screaming Yellowlegs Pond",67.58333,-151.41667,2270,2351,4540,58,0.0135363790186125,0,0.0748175182481752
"Screaming Yellowlegs Pond",67.58333,-151.41667,2270,2351,5255,68,0.00536672629695885,0,0.0849056603773585
"Screaming Yellowlegs Pond",67.58333,-151.41667,2270,2351,5965,78,0.0147679324894515,0,0.0423162583518931
"Screaming Yellowlegs Pond",67.58333,-151.41667,2270,2351,6582,88,0.00892857142857143,0,0.0398126463700234
"Screaming Yellowlegs Pond",67.58333,-151.41667,2270,2351,6869,93,0.014344262295082,0.00643776824034335,0.0622317596566524
"Screaming Yellowlegs Pond",67.58333,-151.41667,2270,2351,7155,98,0.00967741935483871,0,0.0423011844331641
"Screaming Yellowlegs Pond",67.58333,-151.41667,2270,2351,7433,103,0.0116618075801749,0,0.0588235294117647
"Screaming Yellowlegs Pond",67.58333,-151.41667,2270,2351,7708,108,0.019672131147541,0,0.0817843866171004
"Screaming Yellowlegs Pond",67.58333,-151.41667,2270,2351,7919,112,0.0130718954248366,0.00505050505050505,0.166666666666667
"Screaming Yellowlegs Pond",67.58333,-151.41667,2270,2351,8072,115,0.0141843971631206,0,0.16
"Screaming Yellowlegs Pond",67.58333,-151.41667,2270,2351,8329,120,0.031055900621118,0.0387323943661972,0.176056338028169
"Screaming Yellowlegs Pond",67.58333,-151.41667,2270,2351,8489,125,0.0292887029288703,0.00240384615384615,0.204326923076923
"Screaming Yellowlegs Pond",67.58333,-151.41667,2270,2351,8650,130,0.00359712230215827,0.0149812734082397,0.198501872659176
"Screaming Yellowlegs Pond",67.58333,-151.41667,2270,2351,8854,135,0.0581717451523546,0.00357142857142857,0.0821428571428572
"Screaming Yellowlegs Pond",67.58333,-151.41667,2270,2351,9061,140,0.0130718954248366,0.021505376344086,0.010752688172043
"Screaming Yellowlegs Pond",67.58333,-151.41667,2270,2351,10290,150,0.0617977528089888,0.0273037542662116,0.00341296928327645
"Screaming Yellowlegs Pond",67.58333,-151.41667,2270,2351,11274,160,0.078125,0.0811808118081181,0
"Screaming Yellowlegs Pond",67.58333,-151.41667,2270,2351,11600,170,0.0538922155688623,0.119909502262443,0
"Screaming Yellowlegs Pond",67.58333,-151.41667,2270,2351,11927,180,0.0638297872340425,0.110726643598616,0
"Screaming Yellowlegs Pond",67.58333,-151.41667,2270,2351,12239,190,0.0615141955835962,0.0300884955752212,0
"Screaming Yellowlegs Pond",67.58333,-151.41667,2270,2351,12481,200,0.140883977900552,0,0
"Screaming Yellowlegs Pond",67.58333,-151.41667,2270,2351,12780,212,0.0450236966824645,0,0
"Screaming Yellowlegs Pond",67.58333,-151.41667,2270,2351,12983,220,0.0494791666666667,0,0
"Screaming Yellowlegs Pond",67.58333,-151.41667,2270,2351,13251,230,0.0538243626062323,0,0
"Screaming Yellowlegs Pond",67.58333,-151.41667,2270,2351,13934,240,0.0213776722090261,0,0
"Screaming Yellowlegs Pond",67.58333,-151.41667,2270,2351,14663,250,0.077834179357022,0,0
"Screaming Yellowlegs Pond",67.58333,-151.41667,2270,2351,14663,260,0.125211505922166,0,0
"Screaming Yellowlegs Pond",67.58333,-151.41667,2270,2351,15372,270,0.236363636363636,0,0
"Screaming Yellowlegs Pond",67.58333,-151.41667,2270,2351,16063,280,0.194174757281553,0,0
"Screaming Yellowlegs Pond",67.58333,-151.41667,2270,2351,16749,290,0.242524916943522,0,0.0123456790123457
"Screaming Yellowlegs Pond",67.58333,-151.41667,2270,2351,17441,300,0.176079734219269,0,0.0547945205479452
"Sakana Lake",67.43333,-147.85,2245,2324,227,2,0.0463576158940397,0,0.289398280802292
"Sakana Lake",67.43333,-147.85,2245,2324,1136,10,0.0300751879699248,0,0.101010101010101
"Sakana Lake",67.43333,-147.85,2245,2324,2271,20,0.0219512195121951,0.00282485875706215,0.34180790960452
"Sakana Lake",67.43333,-147.85,2245,2324,3407,30,0.0303030303030303,0,0.339130434782609
"Sakana Lake",67.43333,-147.85,2245,2324,4542,40,0.0207792207792208,0,0.474431818181818
"Sakana Lake",67.43333,-147.85,2245,2324,5308,50,0.016,0,0.32183908045977
"Sakana Lake",67.43333,-147.85,2245,2324,6098,70,0.0194444444444444,0,0.300595238095238
"Sakana Lake",67.43333,-147.85,2245,2324,6492,80,0.00550964187327824,0,0.234957020057307
"Sakana Lake",67.43333,-147.85,2245,2324,7018,90,0.0349127182044888,0,0.293296089385475
"Sakana Lake",67.43333,-147.85,2245,2324,7674,100,0.025,0,0.341296928327645
"Sakana Lake",67.43333,-147.85,2245,2324,8002,105,0.0302325581395349,0,0.232189973614776
"Sakana Lake",67.43333,-147.85,2245,2324,8330,110,0.0331491712707182,0.00308641975308642,0.037037037037037
"Sakana Lake",67.43333,-147.85,2245,2324,8482,115,0.115492957746479,0.0501567398119122,0
"Sakana Lake",67.43333,-147.85,2245,2324,8786,125,0.170087976539589,0.0404040404040404,0
"Sakana Lake",67.43333,-147.85,2245,2324,9091,135,0.105095541401274,0.205035971223022,0
"Sakana Lake",67.43333,-147.85,2245,2324,9395,145,0.0970873786407767,0.107438016528926,0.00413223140495868
"Sakana Lake",67.43333,-147.85,2245,2324,9699,155,0.116822429906542,0.46078431372549,0.00490196078431373
"Sakana Lake",67.43333,-147.85,2245,2324,11069,200,0.170520231213873,0.199288256227758,0.00711743772241993
"Sakana Lake",67.43333,-147.85,2245,2324,12742,255,0.151898734177215,0,0
"Sakana Lake",67.43333,-147.85,2245,2324,13046,265,0.0903954802259887,0,0
"Redstone Lake",67.25,-152.6,1977,2050,0,0,0.00934579439252336,0,0.151515151515152
"Redstone Lake",67.25,-152.6,1977,2050,371,5,0.00323624595469256,0,0.0748031496062992
"Redstone Lake",67.25,-152.6,1977,2050,1114,15,0.00332225913621262,0,0.110687022900763
"Redstone Lake",67.25,-152.6,1977,2050,1485,20,0.00964630225080386,0,0.113074204946996
"Redstone Lake",67.25,-152.6,1977,2050,2227,30,0.0231788079470199,0.0078740157480315,0.102362204724409
"Redstone Lake",67.25,-152.6,1977,2050,2969,40,0.00986842105263158,0,0.0775193798449612
"Redstone Lake",67.25,-152.6,1977,2050,4083,55,0.00920245398773006,0.0154440154440154,0.0733590733590734
"Redstone Lake",67.25,-152.6,1977,2050,4825,65,0.0137931034482759,0,0.0934959349593496
"Redstone Lake",67.25,-152.6,1977,2050,5939,80,0.00970873786407767,0,0.0648854961832061
"Redstone Lake",67.25,-152.6,1977,2050,6420,90,0.00649350649350649,0,0.043956043956044
"Redstone Lake",67.25,-152.6,1977,2050,6750,105,0.00967741935483871,0,0.0245614035087719
"Redstone Lake",67.25,-152.6,1977,2050,6970,115,0.00917431192660551,0,0.0197368421052632
"Redstone Lake",67.25,-152.6,1977,2050,7190,125,0,0,0.0211267605633803
"Redstone Lake",67.25,-152.6,1977,2050,7410,135,0.00946372239747634,0,0.0215827338129496
"Redstone Lake",67.25,-152.6,1977,2050,7630,145,0.00324675324675325,0,0.0181818181818182
"Redstone Lake",67.25,-152.6,1977,2050,7850,155,0.00647249190938511,0,0.0464285714285714
"Redstone Lake",67.25,-152.6,1977,2050,7892,160,0.0117302052785924,0,0.035031847133758
"Redstone Lake",67.25,-152.6,1977,2050,7933,165,0.00967741935483871,0,0.107438016528926
"Redstone Lake",67.25,-152.6,1977,2050,7975,170,0.0253968253968254,0,0.0539568345323741
"Redstone Lake",67.25,-152.6,1977,2050,8017,175,0.0162866449511401,0,0.07421875
"Redstone Lake",67.25,-152.6,1977,2050,8059,180,0.00328947368421053,0.00408163265306122,0.0285714285714286
"Redstone Lake",67.25,-152.6,1977,2050,8142,190,0.0297029702970297,0.004149377593361,0.024896265560166
"Redstone Lake",67.25,-152.6,1977,2050,8225,200,0.0126182965299685,0.00390625,0.046875
"Redstone Lake",67.25,-152.6,1977,2050,8309,210,0.0164473684210526,0.00826446280991736,0.0289256198347107
"Redstone Lake",67.25,-152.6,1977,2050,8476,230,0.0337837837837838,0.0358565737051793,0.00398406374501992
"Redstone Lake",67.25,-152.6,1977,2050,8684,255,0.0468227424749164,0.110619469026549,0
"Redstone Lake",67.25,-152.6,1977,2050,8893,280,0.156351791530945,0.00917431192660551,0
"Redstone Lake",67.25,-152.6,1977,2050,9101,305,0.128712871287129,0,0.00497512437810945
"Redstone Lake",67.25,-152.6,1977,2050,9310,330,0.0404040404040404,0.0091324200913242,0
"Redstone Lake",67.25,-152.6,1977,2050,9518,355,0.0341296928327645,0,0
"Redstone Lake",67.25,-152.6,1977,2050,9727,380,0.0610169491525424,0,0
"Redstone Lake",67.25,-152.6,1977,2050,9935,405,0.0702875399361022,0.00881057268722467,0
"Redstone Lake",67.25,-152.6,1977,2050,10102,425,0.0766666666666667,0.0043859649122807,0
"Redstone Lake",67.25,-152.6,1977,2050,10352,455,0.0679611650485437,0,0
"Redstone Lake",67.25,-152.6,1977,2050,10561,480,0.0271186440677966,0,0
"Redstone Lake",67.25,-152.6,1977,2050,10769,505,0.0936454849498328,0.00446428571428571,0
"Redstone Lake",67.25,-152.6,1977,2050,10978,530,0.102389078498294,0,0
"Redstone Lake",67.25,-152.6,1977,2050,11186,555,0.11371237458194,0.0397727272727273,0
"Redstone Lake",67.25,-152.6,1977,2050,11603,605,0.111888111888112,0,0.00598802395209581
"Redstone Lake",67.25,-152.6,1977,2050,11770,625,0.181818181818182,0.03125,0
"Redstone Lake",67.25,-152.6,1977,2050,11978,650,0.194871794871795,0.0833333333333333,0
"Redstone Lake",67.25,-152.6,1977,2050,12229,680,0.185929648241206,0,0.0212765957446809
"Redstone Lake",67.25,-152.6,1977,2050,12396,700,0.333333333333333,0.0142857142857143,0
"Redstone Lake",67.25,-152.6,1977,2050,12646,730,0.157360406091371,0.0277777777777778,0
"Redstone Lake",67.25,-152.6,1977,2050,13021,775,0.2,0.0408163265306122,0.0408163265306122
"Redstone Lake",67.25,-152.6,1977,2050,13230,800,0.183673469387755,0.0930232558139535,0
"Redstone Lake",67.25,-152.6,1977,2050,13438,825,0.0993788819875776,0,0.04
"Redstone Lake",67.25,-152.6,1977,2050,13647,850,0.0876288659793814,0.125,0
"Redstone Lake",67.25,-152.6,1977,2050,13855,875,0.0721649484536082,0.0555555555555556,0
"Redstone Lake",67.25,-152.6,1977,2050,14064,900,0.0479452054794521,0,0.133333333333333
"Xindi Lake",67.110754,-152.492202,10102,15189,-53,0,0.018348623853211,0.00247524752475248,0.735148514851485
"Xindi Lake",67.110754,-152.492202,10102,15189,358,4,0.0160550458715596,0,0.267379679144385
"Xindi Lake",67.110754,-152.492202,10102,15189,776,8,0.00806451612903226,0,0.257990867579909
"Xindi Lake",67.110754,-152.492202,10102,15189,1364,12,0.0169014084507042,0,0.174193548387097
