"sitename","lat","long","siteid","datasetid","depth","Salix","Populus","Picea","calibrated_age","age"
"Tukuto Lake",68.49686,-157.0356,10538,16238,269,0.0753623188405797,0,0.0666666666666667,24892,23743
"Tukuto Lake",68.49686,-157.0356,10538,16238,274,0.089171974522293,0,0,26476,25290
"Tukuto Lake",68.49686,-157.0356,10538,16238,279,0.0742049469964664,0,0.0384615384615385,27635,26823
"Tukuto Lake",68.49686,-157.0356,10538,16238,284,0.0363636363636364,0,0,28096,27471
"Tukuto Lake",68.49686,-157.0356,10538,16238,289,0.180272108843537,0,0.0175438596491228,28551,27908
"Tukuto Lake",68.49686,-157.0356,10538,16238,294,0.0955882352941176,0,0,28935,28337
"Tukuto Lake",68.49686,-157.0356,10538,16238,329,0.104026845637584,0,0.0277777777777778,31696,31333
"Tukuto Lake",68.49686,-157.0356,10538,16238,359,0.151815181518152,0,0,34133,33917
"Tukuto Lake",68.49686,-157.0356,10538,16238,364,0.169014084507042,0,0.0192307692307692,34583,34355
"Tukuto Lake",68.49686,-157.0356,10538,16238,369,0.0980392156862745,0,0.0238095238095238,35279,34775
"Tukuto Lake",68.49686,-157.0356,10538,16238,379,0.0911949685534591,0,0,36059,35188
"Tukuto Lake",68.49686,-157.0356,10538,16238,384,0.0940438871473354,0,0,36461,35596
"Kaiyak Lake",68.15,-161.41667,1396,1432,0,0.0140845070422535,0.0164473684210526,0.0427631578947368,0,0
"Kaiyak Lake",68.15,-161.41667,1396,1432,5,0.0219298245614035,0.0113314447592068,0.0509915014164306,2693,1047
"Kaiyak Lake",68.15,-161.41667,1396,1432,10,0.0447761194029851,0.012012012012012,0.0540540540540541,3013.5,2093
"Kaiyak Lake",68.15,-161.41667,1396,1432,20,0.017353579175705,0.00302114803625378,0.0574018126888218,3860,3578
"Kaiyak Lake",68.15,-161.41667,1396,1432,30,0.0253807106598985,0.0183823529411765,0.0220588235294118,4840,4455
"Kaiyak Lake",68.15,-161.41667,1396,1432,40,0.0323325635103926,0.015625,0.03125,5820,5331
"Kaiyak Lake",68.15,-161.41667,1396,1432,50,0.0248138957816377,0.00940438871473354,0.0188087774294671,6810.5,6207
"Kaiyak Lake",68.15,-161.41667,1396,1432,57,0.018058690744921,0.0113960113960114,0.00854700854700855,7496.5,6821
"Kaiyak Lake",68.15,-161.41667,1396,1432,68,0.0197530864197531,0,0.018348623853211,8565.5,7785
"Kaiyak Lake",68.15,-161.41667,1396,1432,78,0.036231884057971,0.00303951367781155,0.0060790273556231,9114,8198
"Kaiyak Lake",68.15,-161.41667,1396,1432,88,0.0258215962441315,0.0130293159609121,0.00325732899022801,9477,8495
"Kaiyak Lake",68.15,-161.41667,1396,1432,98,0.0284237726098191,0,0.00348432055749129,9844.5,8792
"Kaiyak Lake",68.15,-161.41667,1396,1432,108,0.0177215189873418,0.00666666666666667,0.00333333333333333,11051.5,9664
"Kaiyak Lake",68.15,-161.41667,1396,1432,118,0.072992700729927,0,0,13020,11113
"Kaiyak Lake",68.15,-161.41667,1396,1432,128,0.11138014527845,0,0,14999,12562
"Kaiyak Lake",68.15,-161.41667,1396,1432,138,0.0421836228287841,0.0078125,0.00390625,16957,14010
"Kaiyak Lake",68.15,-161.41667,1396,1432,148,0.153061224489796,0,0,17865.5,14582
"Kaiyak Lake",68.15,-161.41667,1396,1432,159,0.0619469026548673,0,0,18313.5,14969
"Kaiyak Lake",68.15,-161.41667,1396,1432,169,0.0906515580736544,0.0392156862745098,0.0196078431372549,18725,15320
"Kaiyak Lake",68.15,-161.41667,1396,1432,179,0.0858585858585859,0.181818181818182,0,19158,15672
"Kaiyak Lake",68.15,-161.41667,1396,1432,189,0.0950226244343891,0.125,0,19554.5,16024
"Kaiyak Lake",68.15,-161.41667,1396,1432,200,0.0811594202898551,0.0606060606060606,0,20013.5,16411
"Kaiyak Lake",68.15,-161.41667,1396,1432,209,0.0594059405940594,0,0,20403,16728
"Kaiyak Lake",68.15,-161.41667,1396,1432,219,0.0562770562770563,0,0,20793,17080
"Kaiyak Lake",68.15,-161.41667,1396,1432,230,0.0830670926517572,0,0,21246,17467
"Kaiyak Lake",68.15,-161.41667,1396,1432,245,0.0562770562770563,0,0,21796.5,17995
"Kaiyak Lake",68.15,-161.41667,1396,1432,255,0.0436507936507936,0,0,22176,18347
"Kaiyak Lake",68.15,-161.41667,1396,1432,265,0.0579268292682927,0,0.08,22573.5,18699
"Kaiyak Lake",68.15,-161.41667,1396,1432,275,0.0491071428571429,0,0.142857142857143,22988,19051
"Kaiyak Lake",68.15,-161.41667,1396,1432,285,0.0722433460076046,0,0.0434782608695652,23346,19403
"Kaiyak Lake",68.15,-161.41667,1396,1432,295,0.00925925925925926,0,0.2,23752.5,19754
"Kaiyak Lake",68.15,-161.41667,1396,1432,305,0.0534979423868313,0,0.0625,24099,20106
"Kaiyak Lake",68.15,-161.41667,1396,1432,315,0.0950819672131148,0,0,24476,20458
"Kaiyak Lake",68.15,-161.41667,1396,1432,325,0.0687022900763359,0.107142857142857,0.107142857142857,24867,20810
"Kaiyak Lake",68.15,-161.41667,1396,1432,340,0.04296875,0.0476190476190476,0.0476190476190476,25486,21338
"Kaiyak Lake",68.15,-161.41667,1396,1432,350,0.0575916230366492,0,0.0192307692307692,26046,21690
"Kaiyak Lake",68.15,-161.41667,1396,1432,360,0.0692307692307692,0.208333333333333,0,27156.5,22647
"Kaiyak Lake",68.15,-161.41667,1396,1432,370,0.04,0,0,28073,23604
"Kaiyak Lake",68.15,-161.41667,1396,1432,380,0.0804020100502513,0.0909090909090909,0,28992,24561
"Kaiyak Lake",68.15,-161.41667,1396,1432,395,0.0288461538461538,0,0,30367,25996
"Kaiyak Lake",68.15,-161.41667,1396,1432,405,0.0414012738853503,0.214285714285714,0,31261,26953
"Kaiyak Lake",68.15,-161.41667,1396,1432,415,0.0454545454545455,0,0,32175,27910
"Kaiyak Lake",68.15,-161.41667,1396,1432,425,0.0537190082644628,0,0,33071.5,28867
"Kaiyak Lake",68.15,-161.41667,1396,1432,435,0.067741935483871,0.0540540540540541,0,33979.5,29823
"Kaiyak Lake",68.15,-161.41667,1396,1432,445,0.0717488789237668,0,0,34938.5,30780
"Kaiyak Lake",68.15,-161.41667,1396,1432,455,0.0759493670886076,0.0869565217391304,0,35892.5,31737
"Kaiyak Lake",68.15,-161.41667,1396,1432,465,0.0942760942760943,0.0701754385964912,0,36783.5,32694
"Kaiyak Lake",68.15,-161.41667,1396,1432,485,0.0446428571428571,0.0833333333333333,0,38747.5,34608
"Kaiyak Lake",68.15,-161.41667,1396,1432,495,0.0700934579439252,0,0,39725.5,35565
"Kaiyak Lake",68.15,-161.41667,1396,1432,505,0.0705521472392638,0,0.0344827586206897,40753,36522
"Kaiyak Lake",68.15,-161.41667,1396,1432,515,0.0758293838862559,0,0,42182,37478
"Kaiyak Lake",68.15,-161.41667,1396,1432,525,0.0625,0,0,42909,38435
"Kaiyak Lake",68.15,-161.41667,1396,1432,535,0.0890804597701149,0,0,43618,39392
"Niliq Lake",67.86667,-160.43333,1748,1806,7,0.0361111111111111,0,0.0601503759398496,2240,1176
"Niliq Lake",67.86667,-160.43333,1748,1806,10,0.00544959128065395,0,0.0264026402640264,2349,1680
"Niliq Lake",67.86667,-160.43333,1748,1806,20,0.0116959064327485,0,0.0290909090909091,2951.5,2794
"Niliq Lake",67.86667,-160.43333,1748,1806,30,0.0140056022408964,0,0.0137931034482759,3597,3341
"Niliq Lake",67.86667,-160.43333,1748,1806,40,0.0341614906832298,0,0.0249110320284698,4262,3888
"Niliq Lake",67.86667,-160.43333,1748,1806,50,0.0263157894736842,0,0.0185185185185185,4915.5,4435
"Niliq Lake",67.86667,-160.43333,1748,1806,60,0.0112866817155756,0,0.0161725067385445,5583,4982
"Niliq Lake",67.86667,-160.43333,1748,1806,70,0.00643086816720257,0,0.0121457489878543,6246.5,5529
"Niliq Lake",67.86667,-160.43333,1748,1806,80,0.00523560209424084,0,0.00289855072463768,6889,6076
"Niliq Lake",67.86667,-160.43333,1748,1806,85,0,0,0.00252525252525253,7257,6350
"Niliq Lake",67.86667,-160.43333,1748,1806,90,0.0180722891566265,0.00355871886120996,0,7543,6604
"Niliq Lake",67.86667,-160.43333,1748,1806,95,0.0101010101010101,0,0.00302114803625378,7808.5,6858
"Niliq Lake",67.86667,-160.43333,1748,1806,100,0.00553505535055351,0.00208333333333333,0.00208333333333333,8072,7112
"Niliq Lake",67.86667,-160.43333,1748,1806,110,0.00581395348837209,0,0,8599.5,7620
"Niliq Lake",67.86667,-160.43333,1748,1806,120,0.028328611898017,0,0.0037037037037037,9101.5,8128
"Niliq Lake",67.86667,-160.43333,1748,1806,130,0.0186915887850467,0,0,9608,8636
"Niliq Lake",67.86667,-160.43333,1748,1806,134,0.0182370820668693,0.0112994350282486,0,9820,8839
"Niliq Lake",67.86667,-160.43333,1748,1806,140,0.0308988764044944,0.00540540540540541,0.0108108108108108,10107.5,8980
"Niliq Lake",67.86667,-160.43333,1748,1806,150,0.0194174757281553,0,0,10360.5,9161
"Niliq Lake",67.86667,-160.43333,1748,1806,160,0.021978021978022,0,0.0121951219512195,10611.5,9342
"Niliq Lake",67.86667,-160.43333,1748,1806,170,0.0332409972299169,0.00980392156862745,0.00490196078431373,10865,9523
"Niliq Lake",67.86667,-160.43333,1748,1806,180,0.0544412607449857,0,0.00956937799043062,11132.5,9704
"Niliq Lake",67.86667,-160.43333,1748,1806,190,0.0498533724340176,0.0184331797235023,0,11393,9885
"Niliq Lake",67.86667,-160.43333,1748,1806,200,0.0371428571428571,0.0133928571428571,0.00446428571428571,11646,10066
"Niliq Lake",67.86667,-160.43333,1748,1806,210,0.0431034482758621,0.0265957446808511,0,11906.5,10247
"Niliq Lake",67.86667,-160.43333,1748,1806,220,0.0625,0.00458715596330275,0,12164.5,10428
"Niliq Lake",67.86667,-160.43333,1748,1806,230,0.0504451038575668,0.0375586854460094,0,12418.5,10609
"Niliq Lake",67.86667,-160.43333,1748,1806,234,0.053475935828877,0.0829268292682927,0,12524.5,10681
"Niliq Lake",67.86667,-160.43333,1748,1806,240,0.1,0.0796812749003984,0,12677,10790
"Niliq Lake",67.86667,-160.43333,1748,1806,245,0.117117117117117,0.05,0.005,12833,10880
"Niliq Lake",67.86667,-160.43333,1748,1806,250,0.0985074626865672,0.00917431192660551,0,13096,11050
"Niliq Lake",67.86667,-160.43333,1748,1806,260,0.0497076023391813,0,0,13533,11391
"Niliq Lake",67.86667,-160.43333,1748,1806,270,0.0601719197707736,0.00523560209424084,0,13994,11732
"Niliq Lake",67.86667,-160.43333,1748,1806,280,0.0535714285714286,0,0,14443.5,12073
"Niliq Lake",67.86667,-160.43333,1748,1806,290,0.0549132947976879,0,0,14886.5,12414
"Niliq Lake",67.86667,-160.43333,1748,1806,300,0.0344827586206897,0,0,15348,12755
"Niliq Lake",67.86667,-160.43333,1748,1806,310,0.106194690265487,0,0,15776,13096
"Niliq Lake",67.86667,-160.43333,1748,1806,315,0.0262390670553936,0,0,15984,13266
"Niliq Lake",67.86667,-160.43333,1748,1806,320,0.148541114058355,0,0,16194.5,13437
"Niliq Lake",67.86667,-160.43333,1748,1806,325,0.0778894472361809,0.024390243902439,0.024390243902439,16412.5,13607
"Niliq Lake",67.86667,-160.43333,1748,1806,330,0.0953757225433526,0,0.0285714285714286,16646,13778
"Niliq Lake",67.86667,-160.43333,1748,1806,338,0.139364303178484,0,0.0158730158730159,17108.5,14050
"Etivlik Lake",68.13333,-156.03333,790,811,1,0.0227920227920228,0,0.0872727272727273,2789.5,118
"Etivlik Lake",68.13333,-156.03333,790,811,5,0.00808625336927224,0,0.0952380952380952,3008.5,591
"Etivlik Lake",68.13333,-156.03333,790,811,10,0.0149253731343284,0,0.111888111888112,3269.5,1183
"Etivlik Lake",68.13333,-156.03333,790,811,20,0.0202312138728324,0,0.0888888888888889,3791,2366
"Etivlik Lake",68.13333,-156.03333,790,811,30,0.0112994350282486,0,0.0942028985507246,4340.5,3549
"Etivlik Lake",68.13333,-156.03333,790,811,40,0.0158730158730159,0.00331125827814569,0.0827814569536424,5232,4587
"Etivlik Lake",68.13333,-156.03333,790,811,50,0.00617283950617284,0.00359712230215827,0.0251798561151079,6156.5,5480
"Etivlik Lake",68.13333,-156.03333,790,811,60,0.020997375328084,0,0.0157232704402516,7074.5,6373
"Etivlik Lake",68.13333,-156.03333,790,811,70,0.00302114803625378,0,0.0141342756183746,8033.5,7267
"Etivlik Lake",68.13333,-156.03333,790,811,80,0.0148809523809524,0.0120967741935484,0.0201612903225806,9038,8160
"Etivlik Lake",68.13333,-156.03333,790,811,85,0.0134048257372654,0.00411522633744856,0.0740740740740741,9388,8354
"Etivlik Lake",68.13333,-156.03333,790,811,90,0.0145985401459854,0.00643086816720257,0.045016077170418,9637,8548
"Etivlik Lake",68.13333,-156.03333,790,811,95,0.0334645669291339,0.0108695652173913,0.0108695652173913,9910.5,8742
"Etivlik Lake",68.13333,-156.03333,790,811,100,0.0524590163934426,0.0558139534883721,0.00465116279069767,10167.5,8937
"Etivlik Lake",68.13333,-156.03333,790,811,110,0.0564971751412429,0,0,10702,9325
"Etivlik Lake",68.13333,-156.03333,790,811,120,0.0457142857142857,0.0269058295964126,0,11214.5,9713
"Etivlik Lake",68.13333,-156.03333,790,811,130,0.0919881305637982,0,0,11739,10101
"Etivlik Lake",68.13333,-156.03333,790,811,140,0.0512820512820513,0,0,12260.5,10490
"Etivlik Lake",68.13333,-156.03333,790,811,150,0.056379821958457,0,0,12795,10878
"Etivlik Lake",68.13333,-156.03333,790,811,190,0.045016077170418,0,0,14826.5,12431
"Etivlik Lake",68.13333,-156.03333,790,811,200,0.0440097799511002,0,0.00495049504950495,15337,12819
"Etivlik Lake",68.13333,-156.03333,790,811,220,0.0647249190938511,0,0.00666666666666667,16369,13596
"Etivlik Lake",68.13333,-156.03333,790,811,230,0.0648967551622419,0,0.0075187969924812,17166.5,13984
"Headwaters Lake",67.93333,-155.05,992,1024,0,0.0296052631578947,0,0.0821256038647343,0,0
"Headwaters Lake",67.93333,-155.05,992,1024,4,0.0482315112540193,0,0.0649350649350649,2486.5,257
"Headwaters Lake",67.93333,-155.05,992,1024,12,0.0333333333333333,0,0.0769230769230769,2659.5,745
"Headwaters Lake",67.93333,-155.05,992,1024,20,0.0402684563758389,0,0.0720338983050847,2819,1199
"Headwaters Lake",67.93333,-155.05,992,1024,34,0.0440677966101695,0,0.0611353711790393,3083.5,1923
"Headwaters Lake",67.93333,-155.05,992,1024,46,0.0292207792207792,0,0.047008547008547,3285.5,2479
"Headwaters Lake",67.93333,-155.05,992,1024,54,0.027027027027027,0,0.0546218487394958,3426,2820
"Headwaters Lake",67.93333,-155.05,992,1024,66,0.0163934426229508,0,0.0509803921568627,3656.5,3296
"Headwaters Lake",67.93333,-155.05,992,1024,74,0.0317460317460317,0,0.0541666666666667,3904.5,3593
"Headwaters Lake",67.93333,-155.05,992,1024,82,0.0198675496688742,0,0.0781893004115226,4211,3875
"Headwaters Lake",67.93333,-155.05,992,1024,94,0.0253164556962025,0,0.0518518518518519,4680,4279
"Headwaters Lake",67.93333,-155.05,992,1024,102,0.0128205128205128,0,0.0116279069767442,4988.5,4538
"Headwaters Lake",67.93333,-155.05,992,1024,110,0.0133779264214047,0,0.0436507936507937,5298,4792
"Headwaters Lake",67.93333,-155.05,992,1024,118,0.0133333333333333,0,0.0277777777777778,5609.5,5043
"Headwaters Lake",67.93333,-155.05,992,1024,130,0.0130718954248366,0,0.0502092050209205,6074,5420
"Headwaters Lake",67.93333,-155.05,992,1024,142,0.0159235668789809,0,0.0220588235294118,6544.5,5806
"Headwaters Lake",67.93333,-155.05,992,1024,150,0.0125,0,0.00359712230215827,6860,6071
"Headwaters Lake",67.93333,-155.05,992,1024,162,0.00977198697068404,0,0.0247349823321555,7328,6489
"Headwaters Lake",67.93333,-155.05,992,1024,170,0.0228758169934641,0,0.00409836065573771,7626.5,6784
"Headwaters Lake",67.93333,-155.05,992,1024,182,0.0324675324675325,0,0.02,8412,7257
"Headwaters Lake",67.93333,-155.05,992,1024,190,0.0304054054054054,0,0.00873362445414847,8948.5,7596
"Headwaters Lake",67.93333,-155.05,992,1024,198,0.0466666666666667,0,0,9484.5,7958
"Headwaters Lake",67.93333,-155.05,992,1024,206,0.0426229508196721,0.0155038759689922,0,10021.5,8345
"Headwaters Lake",67.93333,-155.05,992,1024,218,0.0160771704180064,0,0,10825,8976
"Headwaters Lake",67.93333,-155.05,992,1024,226,0.0462046204620462,0,0,11365,9435
"Headwaters Lake",67.93333,-155.05,992,1024,234,0.0687285223367698,0,0,11900,9928
"Headwaters Lake",67.93333,-155.05,992,1024,242,0.0730897009966777,0,0,12436.5,10457
"Headwaters Lake",67.93333,-155.05,992,1024,250,0.0385852090032154,0,0,12970,11024
"Headwaters Lake",67.93333,-155.05,992,1024,258,0.123333333333333,0,0,13490,11631
"Headwaters Lake",67.93333,-155.05,992,1024,262,0.217687074829932,0.0357142857142857,0,13720.5,11951
"Redondo Lake",67.68333,-155.03333,1974,2047,0,0.0231788079470199,0,0.0706713780918728,0,2
"Redondo Lake",67.68333,-155.03333,1974,2047,3,0.0178571428571429,0,0.0298013245033113,634,165
"Redondo Lake",67.68333,-155.03333,1974,2047,6,0.0216049382716049,0,0.0574324324324324,740.5,328
"Redondo Lake",67.68333,-155.03333,1974,2047,9,0.0126984126984127,0,0.052434456928839,845,500
"Redondo Lake",67.68333,-155.03333,1974,2047,12,0.0219435736677116,0,0.0676691729323308,955.5,672
"Redondo Lake",67.68333,-155.03333,1974,2047,15,0.0126984126984127,0,0.108614232209738,1057.5,846
"Redondo Lake",67.68333,-155.03333,1974,2047,18,0.0208333333333333,0,0.0657894736842105,1163,1019
"Redondo Lake",67.68333,-155.03333,1974,2047,21,0.0173160173160173,0,0.111627906976744,1270,1190
"Redondo Lake",67.68333,-155.03333,1974,2047,24,0.0114613180515759,0,0.0729483282674772,1374,1359
"Redondo Lake",67.68333,-155.03333,1974,2047,27,0.00974025974025974,0.00338983050847458,0.0203389830508475,1507,1517
"Redondo Lake",67.68333,-155.03333,1974,2047,33,0.0192926045016077,0,0.0505415162454874,1776.5,1802
"Redondo Lake",67.68333,-155.03333,1974,2047,39,0.00313479623824451,0,0.04,2060,2083
"Redondo Lake",67.68333,-155.03333,1974,2047,48,0.0256410256410256,0,0.024390243902439,2493.5,2511
"Redondo Lake",67.68333,-155.03333,1974,2047,60,0.00668896321070234,0,0,3068,3082
"Redondo Lake",67.68333,-155.03333,1974,2047,66,0.0301003344481605,0.003584229390681,0.028673835125448,3352,3365
"Redondo Lake",67.68333,-155.03333,1974,2047,72,0.00925925925925926,0,0.0551724137931034,3639,3636
"Redondo Lake",67.68333,-155.03333,1974,2047,84,0.00952380952380952,0,0.0032258064516129,4197,4201
"Redondo Lake",67.68333,-155.03333,1974,2047,96,0.00579710144927536,0,0.00892857142857143,5015,4529
"Redondo Lake",67.68333,-155.03333,1974,2047,102,0.0184049079754601,0,0.0459016393442623,5650.5,4808
"Redondo Lake",67.68333,-155.03333,1974,2047,108,0.00958466453674121,0,0.00324675324675325,6296,5086
"Redondo Lake",67.68333,-155.03333,1974,2047,120,0.01875,0,0.0465116279069767,7601.5,5625
"Redondo Lake",67.68333,-155.03333,1974,2047,126,0.00315457413249211,0,0.0169491525423729,8288.5,5894
"Redondo Lake",67.68333,-155.03333,1974,2047,129,0.028125,0,0.0202702702702703,8566,6030
"Redondo Lake",67.68333,-155.03333,1974,2047,132,0.0185758513931889,0,0.0160771704180064,8929,6163
"Redondo Lake",67.68333,-155.03333,1974,2047,138,0.0313479623824451,0,0.00641025641025641,9573,6434
"Screaming Yellowlegs Pond",67.58333,-151.41667,2270,2351,0,0.0089086859688196,0,0.153266331658291,0,530
"Screaming Yellowlegs Pond",67.58333,-151.41667,2270,2351,7,0.0197693574958814,0.00189393939393939,0.15719696969697,1831,987
"Screaming Yellowlegs Pond",67.58333,-151.41667,2270,2351,19,0.0315581854043393,0.00229357798165138,0.197247706422018,2268,1795
"Screaming Yellowlegs Pond",67.58333,-151.41667,2270,2351,28,0.0297297297297297,0.00593471810089021,0.148367952522255,2598.5,2375
"Screaming Yellowlegs Pond",67.58333,-151.41667,2270,2351,38,0.0229445506692161,0,0.0995575221238938,3129.5,3100
"Screaming Yellowlegs Pond",67.58333,-151.41667,2270,2351,48,0.00684931506849315,0.0018796992481203,0.184210526315789,3827,3827
"Screaming Yellowlegs Pond",67.58333,-151.41667,2270,2351,58,0.0135363790186125,0,0.0748175182481752,4535.5,4540
"Screaming Yellowlegs Pond",67.58333,-151.41667,2270,2351,68,0.00536672629695885,0,0.0849056603773585,5219.5,5255
"Screaming Yellowlegs Pond",67.58333,-151.41667,2270,2351,78,0.0147679324894515,0,0.0423162583518931,6047,5965
"Screaming Yellowlegs Pond",67.58333,-151.41667,2270,2351,88,0.00892857142857143,0,0.0398126463700234,6576.5,6582
"Screaming Yellowlegs Pond",67.58333,-151.41667,2270,2351,93,0.014344262295082,0.00643776824034335,0.0622317596566524,6845,6869
"Screaming Yellowlegs Pond",67.58333,-151.41667,2270,2351,98,0.00967741935483871,0,0.0423011844331641,7111,7155
"Screaming Yellowlegs Pond",67.58333,-151.41667,2270,2351,103,0.0116618075801749,0,0.0588235294117647,7384,7433
"Screaming Yellowlegs Pond",67.58333,-151.41667,2270,2351,108,0.019672131147541,0,0.0817843866171004,7641,7708
"Screaming Yellowlegs Pond",67.58333,-151.41667,2270,2351,112,0.0130718954248366,0.00505050505050505,0.166666666666667,7849,7919
"Screaming Yellowlegs Pond",67.58333,-151.41667,2270,2351,115,0.0141843971631206,0,0.16,8022.5,8072
"Screaming Yellowlegs Pond",67.58333,-151.41667,2270,2351,120,0.031055900621118,0.0387323943661972,0.176056338028169,8258,8329
"Screaming Yellowlegs Pond",67.58333,-151.41667,2270,2351,125,0.0292887029288703,0.00240384615384615,0.204326923076923,8422,8489
"Screaming Yellowlegs Pond",67.58333,-151.41667,2270,2351,130,0.00359712230215827,0.0149812734082397,0.198501872659176,8583,8650
"Screaming Yellowlegs Pond",67.58333,-151.41667,2270,2351,135,0.0581717451523546,0.00357142857142857,0.0821428571428572,8752.5,8854
"Screaming Yellowlegs Pond",67.58333,-151.41667,2270,2351,140,0.0130718954248366,0.021505376344086,0.010752688172043,9311,9061
"Screaming Yellowlegs Pond",67.58333,-151.41667,2270,2351,150,0.0617977528089888,0.0273037542662116,0.00341296928327645,10487,10290
"Screaming Yellowlegs Pond",67.58333,-151.41667,2270,2351,160,0.078125,0.0811808118081181,0,11355.5,11274
"Screaming Yellowlegs Pond",67.58333,-151.41667,2270,2351,170,0.0538922155688623,0.119909502262443,0,11648.5,11600
"Screaming Yellowlegs Pond",67.58333,-151.41667,2270,2351,180,0.0638297872340425,0.110726643598616,0,11925,11927
"Screaming Yellowlegs Pond",67.58333,-151.41667,2270,2351,190,0.0615141955835962,0.0300884955752212,0,12285,12239
"Screaming Yellowlegs Pond",67.58333,-151.41667,2270,2351,200,0.140883977900552,0,0,12491.5,12481
"Screaming Yellowlegs Pond",67.58333,-151.41667,2270,2351,212,0.0450236966824645,0,0,12737,12780
"Screaming Yellowlegs Pond",67.58333,-151.41667,2270,2351,220,0.0494791666666667,0,0,12901.5,12983
"Screaming Yellowlegs Pond",67.58333,-151.41667,2270,2351,230,0.0538243626062323,0,0,13371,13251
"Screaming Yellowlegs Pond",67.58333,-151.41667,2270,2351,240,0.0213776722090261,0,0,14120,13934
"Screaming Yellowlegs Pond",67.58333,-151.41667,2270,2351,250,0.077834179357022,0,0,14846,14663
"Screaming Yellowlegs Pond",67.58333,-151.41667,2270,2351,260,0.125211505922166,0,0,15588.5,14663
"Screaming Yellowlegs Pond",67.58333,-151.41667,2270,2351,270,0.236363636363636,0,0,15993.5,15372
"Screaming Yellowlegs Pond",67.58333,-151.41667,2270,2351,280,0.194174757281553,0,0,16401.5,16063
"Screaming Yellowlegs Pond",67.58333,-151.41667,2270,2351,290,0.242524916943522,0,0.0123456790123457,16806,16749
"Screaming Yellowlegs Pond",67.58333,-151.41667,2270,2351,300,0.176079734219269,0,0.0547945205479452,17221,17441
"Sakana Lake",67.43333,-147.85,2245,2324,2,0.0463576158940397,0,0.289398280802292,4144,227
"Sakana Lake",67.43333,-147.85,2245,2324,10,0.0300751879699248,0,0.101010101010101,4442.5,1136
"Sakana Lake",67.43333,-147.85,2245,2324,20,0.0219512195121951,0.00282485875706215,0.34180790960452,4804.5,2271
"Sakana Lake",67.43333,-147.85,2245,2324,30,0.0303030303030303,0,0.339130434782609,5208,3407
"Sakana Lake",67.43333,-147.85,2245,2324,40,0.0207792207792208,0,0.474431818181818,5596.5,4542
"Sakana Lake",67.43333,-147.85,2245,2324,50,0.016,0,0.32183908045977,6051,5308
"Sakana Lake",67.43333,-147.85,2245,2324,70,0.0194444444444444,0,0.300595238095238,6901,6098
"Sakana Lake",67.43333,-147.85,2245,2324,80,0.00550964187327824,0,0.234957020057307,7323.5,6492
"Sakana Lake",67.43333,-147.85,2245,2324,90,0.0349127182044888,0,0.293296089385475,7912.5,7018
"Sakana Lake",67.43333,-147.85,2245,2324,100,0.025,0,0.341296928327645,8597.5,7674
"Sakana Lake",67.43333,-147.85,2245,2324,105,0.0302325581395349,0,0.232189973614776,8934,8002
"Sakana Lake",67.43333,-147.85,2245,2324,110,0.0331491712707182,0.00308641975308642,0.037037037037037,9308,8330
"Sakana Lake",67.43333,-147.85,2245,2324,115,0.115492957746479,0.0501567398119122,0,9541,8482
"Sakana Lake",67.43333,-147.85,2245,2324,125,0.170087976539589,0.0404040404040404,0,9939,8786
"Sakana Lake",67.43333,-147.85,2245,2324,135,0.105095541401274,0.205035971223022,0,10343.5,9091
"Sakana Lake",67.43333,-147.85,2245,2324,145,0.0970873786407767,0.107438016528926,0.00413223140495868,10736,9395
"Sakana Lake",67.43333,-147.85,2245,2324,155,0.116822429906542,0.46078431372549,0.00490196078431373,11120.5,9699
"Sakana Lake",67.43333,-147.85,2245,2324,200,0.170520231213873,0.199288256227758,0.00711743772241993,12877,11069
"Sakana Lake",67.43333,-147.85,2245,2324,255,0.151898734177215,0,0,15211,12742
"Sakana Lake",67.43333,-147.85,2245,2324,265,0.0903954802259887,0,0,15601.5,13046
"Redstone Lake",67.25,-152.6,1977,2050,0,0.00934579439252336,0,0.151515151515152,0,0
"Redstone Lake",67.25,-152.6,1977,2050,5,0.00323624595469256,0,0.0748031496062992,6190.5,371
"Redstone Lake",67.25,-152.6,1977,2050,15,0.00332225913621262,0,0.110687022900763,6306,1114
"Redstone Lake",67.25,-152.6,1977,2050,20,0.00964630225080386,0,0.113074204946996,6376.5,1485
"Redstone Lake",67.25,-152.6,1977,2050,30,0.0231788079470199,0.0078740157480315,0.102362204724409,6492.5,2227
"Redstone Lake",67.25,-152.6,1977,2050,40,0.00986842105263158,0,0.0775193798449612,6604.5,2969
"Redstone Lake",67.25,-152.6,1977,2050,55,0.00920245398773006,0.0154440154440154,0.0733590733590734,6767,4083
"Redstone Lake",67.25,-152.6,1977,2050,65,0.0137931034482759,0,0.0934959349593496,6883,4825
"Redstone Lake",67.25,-152.6,1977,2050,80,0.00970873786407767,0,0.0648854961832061,7082.5,5939
"Redstone Lake",67.25,-152.6,1977,2050,90,0.00649350649350649,0,0.043956043956044,7332,6420
"Redstone Lake",67.25,-152.6,1977,2050,105,0.00967741935483871,0,0.0245614035087719,7635,6750
"Redstone Lake",67.25,-152.6,1977,2050,115,0.00917431192660551,0,0.0197368421052632,7836,6970
"Redstone Lake",67.25,-152.6,1977,2050,125,0,0,0.0211267605633803,8034.5,7190
"Redstone Lake",67.25,-152.6,1977,2050,135,0.00946372239747634,0,0.0215827338129496,8203.5,7410
